Country,CCPI
Kuwait,116.2
"Lao, PDR",107.7
Sri Lanka,106.6
Lithuania,112.7
Luxembourg,104.5
Latvia,108.3
Mexico,117.4
Montenegro,106.5
Nepal,135.0
"Moldova, Rep.",172.7
North Macedonia,106.5
Malta,101.1
Mauritius,105.1
Malaysia,118.5
Nigeria,274.9
Nicaragua,222.3
Netherlands,105.3
Norway,110.5
Peru,95.0
Philippines,105.0
Poland,104.8
Portugal,101.9
Paraguay,105.8
Qatar,99.2
Romania,109.5
Russian Federation,120.4
Singapore,100.0
El Salvador,106.0
Serbia,109.2
Slovakia,107.4
Slovenia,102.7
Sweden,104.6
Chad,96.7
Thailand,100.2
Trinidad and Tobago,107.1
Turkey,168.6
"Taiwan, China",98.6
"Tanzania, United Rep.",2.1
Uganda,109.2
Uganda,109.1
Ukraine,242.7
United States,109.8
Kosovo,106.0
South Africa,121.1
Albania,99.1
Austria,108.2
Belgium,107.9
Bulgaria,105.9
Belarus,474.0
Brazil,9510647.5
Canada,109.2
Switzerland,100.7
Chile,112.8
China,100.1
Colombia,121.9
Costa Rica,99.6
Cyprus,97.7
Czech Republic,111.4
Germany,105.1
Denmark,103.9
Dominican Republic,98.8
"Egypt, Arab Rep.",102.7
Spain,103.4
Estonia,108.2
Finland,103.3
France,103.0
United Kingdom,108.6
Greece,98.5
Guatemala,135.5
"Hong Kong SAR, China",100.8
Honduras,339.7
Croatia,103.2
Hungary,111.3
Indonesia,104.6
India,148.1
Ireland,102.8
"Iran, Islamic Rep.",190.4
Iraq,106.4
Iceland,111.8
Israel,101.0
Italy,102.3
Jordan,101.6
Japan,101.2
"Korea, Rep.",105.9
Kuwait,116.3
"Lao, PDR",108.0
Sri Lanka,107.1
Lithuania,112.9
Luxembourg,106.4
Latvia,108.6
Mexico,117.8
Montenegro,106.5
Nepal,136.3
"Moldova, Rep.",172.6
North Macedonia,106.8
Malta,102.0
Mauritius,105.2
Malaysia,118.4
Nigeria,277.2
Nicaragua,222.4
Netherlands,106.0
Norway,110.5
Peru,95.2
Philippines,104.9
Poland,105.4
Portugal,101.2
Paraguay,106.0
Qatar,99.3
Romania,109.5
Russian Federation,120.5
Singapore,100.1
El Salvador,106.0
Serbia,109.9
Slovakia,107.6
Slovenia,103.8
Sweden,105.4
Chad,98.8
Thailand,100.2
Trinidad and Tobago,107.2
Turkey,168.4
"Taiwan, China",98.6
"Tanzania, United Rep.",2.2
Uganda,109.6
Uganda,109.3
Ukraine,242.6
United States,110.3
Kosovo,105.8
South Africa,122.7
Albania,99.3
Austria,108.9
Belgium,107.8
Bulgaria,105.8
Belarus,477.1
Brazil,9520871.8
Canada,109.3
Switzerland,100.9
Chile,113.1
China,100.0
Colombia,122.3
Costa Rica,99.6
Cyprus,98.5
Czech Republic,111.4
Germany,105.6
Denmark,103.8
Dominican Republic,99.1
"Egypt, Arab Rep.",103.0
Spain,104.0
Estonia,108.2
Finland,103.5
France,103.5
United Kingdom,108.8
Greece,101.8
Guatemala,135.8
"Hong Kong SAR, China",101.1
Honduras,340.9
Croatia,103.9
Hungary,111.8
Indonesia,104.9
India,148.7
Ireland,103.6
"Iran, Islamic Rep.",194.4
Iraq,106.1
Iceland,112.1
Israel,101.5
Italy,102.5
Jordan,101.5
Japan,101.4
"Korea, Rep.",105.5
Kuwait,116.4
"Lao, PDR",108.2
Sri Lanka,107.3
Lithuania,113.7
Luxembourg,105.9
Latvia,109.7
Mexico,118.1
Montenegro,106.6
Nepal,136.4
"Moldova, Rep.",172.8
North Macedonia,107.2
Malta,103.2
Mauritius,105.6
Malaysia,118.5
Nigeria,279.7
Nicaragua,222.6
Netherlands,106.5
Norway,111.0
Peru,95.2
Philippines,104.9
Poland,105.9
Portugal,103.3
Paraguay,106.2
Qatar,98.5
Romania,110.0
Russian Federation,120.9
Singapore,99.8
El Salvador,106.0
Serbia,110.0
Slovakia,107.9
Slovenia,104.3
Sweden,105.5
Chad,99.3
Thailand,100.2
Trinidad and Tobago,107.4
Turkey,169.6
"Taiwan, China",98.5
"Tanzania, United Rep.",2.1
Uganda,109.7
Uganda,109.4
Ukraine,243.3
United States,110.3
Kosovo,106.2
South Africa,123.3
Albania,99.6
Austria,109.0
Belgium,108.0
Bulgaria,106.3
Belarus,478.5
Brazil,9526226.5
Canada,109.0
Switzerland,100.6
Chile,113.0
China,99.9
Colombia,122.1
Costa Rica,99.6
Cyprus,99.6
Czech Republic,111.3
Germany,105.9
Denmark,104.1
Dominican Republic,99.4
"Egypt, Arab Rep.",103.6
Spain,105.2
Estonia,107.7
Finland,103.4
France,103.5
United Kingdom,109.0
Greece,102.0
Guatemala,136.1
"Hong Kong SAR, China",100.9
Honduras,341.8
Croatia,104.9
Hungary,112.0
Indonesia,105.2
India,150.0
Ireland,103.5
"Iran, Islamic Rep.",196.5
Iraq,104.8
Iceland,112.8
Israel,101.4
Italy,103.2
Jordan,100.6
Japan,101.2
"Korea, Rep.",105.6
Kuwait,116.7
"Lao, PDR",107.4
Sri Lanka,107.6
Lithuania,114.5
Luxembourg,106.4
Latvia,110.3
Mexico,118.2
Montenegro,106.5
Nepal,136.1
"Moldova, Rep.",173.1
North Macedonia,107.5
Malta,106.5
Mauritius,105.9
Malaysia,118.4
Nigeria,282.5
Nicaragua,222.6
Netherlands,107.3
Norway,111.9
Peru,95.3
Philippines,104.4
Poland,106.8
Portugal,103.7
Paraguay,106.2
Qatar,97.4
Romania,110.4
Russian Federation,121.3
Singapore,99.8
El Salvador,106.0
Serbia,110.3
Slovakia,108.1
Slovenia,104.3
Sweden,105.4
Chad,100.1
Thailand,100.2
Trinidad and Tobago,107.1
Turkey,171.6
"Taiwan, China",98.3
"Tanzania, United Rep.",2.1
Uganda,110.5
Uganda,110.2
Ukraine,243.9
United States,109.8
Kosovo,106.6
South Africa,123.1
Albania,99.7
Austria,108.6
Belgium,108.0
Bulgaria,106.4
Belarus,478.6
Brazil,9519092.1
Canada,108.8
Switzerland,100.6
Chile,113.1
China,99.9
Colombia,121.8
Costa Rica,99.6
Cyprus,99.6
Czech Republic,112.0
Germany,106.0
Denmark,103.9
Dominican Republic,99.9
"Egypt, Arab Rep.",103.6
Spain,105.3
Estonia,107.7
Finland,103.6
France,103.8
United Kingdom,109.1
Greece,101.3
Guatemala,136.3
"Hong Kong SAR, China",101.0
Honduras,342.5
Croatia,104.8
Hungary,112.1
Indonesia,105.2
India,150.3
Ireland,103.1
"Iran, Islamic Rep.",204.7
Iraq,105.6
Iceland,113.4
Israel,101.2
Italy,103.1
Jordan,100.0
Japan,101.3
"Korea, Rep.",105.7
Kuwait,116.8
"Lao, PDR",107.5
Sri Lanka,107.7
Lithuania,114.7
Luxembourg,106.4
Latvia,109.6
Mexico,118.4
Montenegro,106.5
Nepal,136.3
"Moldova, Rep.",173.5
North Macedonia,107.8
Malta,108.0
Mauritius,106.2
Malaysia,118.5
Nigeria,284.6
Nicaragua,222.7
Netherlands,107.1
Norway,112.2
Peru,95.5
Philippines,104.5
Poland,106.7
Portugal,103.3
Paraguay,106.2
Qatar,96.7
Romania,110.7
Russian Federation,121.6
Singapore,99.8
El Salvador,106.2
Serbia,110.5
Slovakia,108.1
Slovenia,105.0
Sweden,106.0
Chad,101.6
Thailand,99.7
Trinidad and Tobago,107.2
Turkey,174.4
"Taiwan, China",98.3
"Tanzania, United Rep.",2.2
Uganda,110.6
Uganda,110.4
Ukraine,244.4
United States,109.7
Kosovo,106.7
South Africa,123.0
Albania,99.7
Austria,109.0
Belgium,108.1
Bulgaria,106.6
Belarus,478.6
Brazil,9524217.1
Canada,109.3
Switzerland,100.5
Chile,113.0
China,100.0
Colombia,121.5
Costa Rica,99.6
Cyprus,100.3
Czech Republic,112.9
Germany,106.0
Denmark,103.9
Dominican Republic,100.4
"Egypt, Arab Rep.",103.5
Spain,105.5
Estonia,108.2
Finland,103.5
France,103.9
United Kingdom,109.3
Greece,101.0
Guatemala,136.5
"Hong Kong SAR, China",101.1
Honduras,343.2
Croatia,105.0
Hungary,112.2
Indonesia,105.3
India,151.4
Ireland,103.4
"Iran, Islamic Rep.",208.5
Iraq,106.0
Iceland,113.8
Israel,101.1
Italy,103.3
Jordan,100.6
Japan,101.1
"Korea, Rep.",105.8
Kuwait,117.0
"Lao, PDR",107.8
Sri Lanka,108.1
Lithuania,115.5
Luxembourg,106.6
Latvia,109.9
Mexico,118.7
Montenegro,106.3
Nepal,136.6
"Moldova, Rep.",173.4
North Macedonia,108.0
Malta,109.8
Mauritius,106.3
Malaysia,118.5
Nigeria,286.9
Nicaragua,222.8
Netherlands,107.4
Norway,112.8
Peru,95.6
Philippines,105.6
Poland,107.5
Portugal,104.2
Paraguay,106.5
Qatar,96.9
Romania,110.7
Russian Federation,122.0
Singapore,99.8
El Salvador,106.3
Serbia,111.0
Slovakia,108.3
Slovenia,105.7
Sweden,106.7
Chad,101.6
Thailand,99.7
Trinidad and Tobago,107.4
Turkey,177.7
"Taiwan, China",98.6
"Tanzania, United Rep.",2.6
Uganda,111.2
Uganda,111.4
Ukraine,245.4
United States,109.9
Kosovo,106.5
South Africa,123.2
Albania,99.7
Austria,109.1
Belgium,108.3
Bulgaria,107.5
Belarus,480.5
Brazil,9529975.8
Canada,109.1
Switzerland,100.3
Chile,113.1
China,99.8
Colombia,121.7
Costa Rica,99.7
Cyprus,100.3
Czech Republic,113.8
Germany,105.5
Denmark,104.6
Dominican Republic,101.1
"Egypt, Arab Rep.",103.6
Spain,104.0
Estonia,108.2
Finland,103.9
France,104.5
United Kingdom,109.7
Greece,98.9
Guatemala,136.8
"Hong Kong SAR, China",97.5
Honduras,344.5
Croatia,105.4
Hungary,113.4
Indonesia,105.4
India,152.3
Ireland,103.0
"Iran, Islamic Rep.",218.8
Iraq,106.0
Iceland,113.8
Israel,101.2
Italy,103.3
Jordan,101.1
Japan,101.1
"Korea, Rep.",106.0
Kuwait,117.2
"Lao, PDR",108.2
Sri Lanka,108.5
Lithuania,115.6
Luxembourg,105.9
Latvia,110.0
Mexico,119.1
Montenegro,105.9
Nepal,136.9
"Moldova, Rep.",173.0
North Macedonia,108.7
Malta,110.1
Mauritius,106.2
Malaysia,118.8
Nigeria,288.7
Nicaragua,223.4
Netherlands,108.9
Norway,113.1
Peru,95.6
Philippines,106.6
Poland,107.6
Portugal,102.5
Paraguay,106.9
Qatar,96.9
Romania,111.1
Russian Federation,122.5
Singapore,99.6
El Salvador,106.4
Serbia,111.5
Slovakia,108.5
Slovenia,105.4
Sweden,107.0
Chad,102.9
Thailand,100.1
Trinidad and Tobago,107.3
Turkey,179.5
"Taiwan, China",98.7
"Tanzania, United Rep.",2.6
Uganda,111.6
Uganda,111.9
Ukraine,246.6
United States,110.5
Kosovo,106.6
South Africa,124.2
Albania,99.8
Austria,108.9
Belgium,108.4
Bulgaria,108.0
Belarus,484.6
Brazil,9530102.2
Canada,109.2
Switzerland,100.5
Chile,113.4
China,99.9
Colombia,121.8
Costa Rica,99.8
Cyprus,100.9
Czech Republic,113.9
Germany,105.5
Denmark,104.3
Dominican Republic,101.5
"Egypt, Arab Rep.",104.1
Spain,104.0
Estonia,108.6
Finland,103.9
France,104.3
United Kingdom,109.2
Greece,98.0
Guatemala,137.1
"Hong Kong SAR, China",100.6
Honduras,346.6
Croatia,105.1
Hungary,113.6
Indonesia,105.6
India,152.9
Ireland,102.9
"Iran, Islamic Rep.",225.7
Iraq,106.0
Iceland,114.3
Israel,101.2
Italy,103.8
Jordan,101.3
Japan,100.9
"Korea, Rep.",106.2
Kuwait,117.5
"Lao, PDR",108.9
Sri Lanka,109.1
Lithuania,115.3
Luxembourg,107.1
Latvia,109.9
Mexico,119.5
Montenegro,105.9
Nepal,137.2
"Moldova, Rep.",171.7
North Macedonia,109.2
Malta,110.9
Mauritius,107.2
Malaysia,118.9
Nigeria,292.2
Nicaragua,223.9
Netherlands,108.2
Norway,112.7
Peru,95.7
Philippines,106.7
Poland,107.6
Portugal,102.2
Paraguay,107.2
Qatar,97.3
Romania,111.4
Russian Federation,123.1
Singapore,99.7
El Salvador,106.3
Serbia,111.6
Slovakia,108.7
Slovenia,105.2
Sweden,106.4
Chad,107.8
Thailand,100.1
Trinidad and Tobago,107.5
Turkey,181.6
"Taiwan, China",98.9
"Tanzania, United Rep.",2.5
Uganda,111.8
Uganda,112.0
Ukraine,247.8
United States,110.9
Kosovo,106.6
South Africa,124.3
Albania,99.9
Austria,109.5
Belgium,108.3
Bulgaria,106.4
Belarus,490.2
Brazil,9553316.4
Canada,109.2
Switzerland,100.4
Chile,113.8
China,100.0
Colombia,122.2
Costa Rica,100.0
Cyprus,99.7
Czech Republic,113.4
Germany,105.6
Denmark,104.3
Dominican Republic,101.8
"Egypt, Arab Rep.",104.8
Spain,104.1
Estonia,109.1
Finland,103.9
France,103.8
United Kingdom,109.8
Greece,100.6
Guatemala,137.4
"Hong Kong SAR, China",97.8
Honduras,349.3
Croatia,105.2
Hungary,113.1
Indonesia,105.7
India,153.3
Ireland,102.6
"Iran, Islamic Rep.",233.3
Iraq,105.8
Iceland,114.8
Israel,101.0
Italy,102.9
Jordan,101.5
Japan,100.9
"Korea, Rep.",106.0
Kuwait,117.3
"Lao, PDR",108.6
Sri Lanka,109.8
Lithuania,115.9
Luxembourg,107.1
Latvia,110.3
Mexico,119.8
Montenegro,106.5
Nepal,138.0
"Moldova, Rep.",171.2
North Macedonia,108.4
Malta,109.3
Mauritius,107.8
Malaysia,119.0
Nigeria,294.9
Nicaragua,224.9
Netherlands,108.0
Norway,113.1
Peru,95.9
Philippines,107.1
Poland,108.1
Portugal,103.4
Paraguay,107.5
Qatar,97.7
Romania,111.1
Russian Federation,123.5
Singapore,99.8
El Salvador,106.3
Serbia,111.0
Slovakia,109.0
Slovenia,104.9
Sweden,106.7
Chad,107.8
Thailand,100.1
Trinidad and Tobago,107.5
Turkey,183.7
"Taiwan, China",98.8
"Tanzania, United Rep.",2.5
Uganda,112.0
Uganda,112.4
Ukraine,248.4
United States,111.1
Kosovo,106.6
South Africa,124.5
Albania,99.6
Austria,109.8
Belgium,108.4
Bulgaria,106.6
Belarus,495.9
Brazil,9589008.6
Canada,109.7
Switzerland,100.5
Chile,114.6
China,100.1
Colombia,122.2
Costa Rica,100.0
Cyprus,99.9
Czech Republic,113.8
Germany,105.8
Denmark,104.4
Dominican Republic,102.3
"Egypt, Arab Rep.",105.6
Spain,104.8
Estonia,108.5
Finland,104.0
France,103.7
United Kingdom,110.0
Greece,100.9
Guatemala,137.7
"Hong Kong SAR, China",100.4
Honduras,352.1
Croatia,105.7
Hungary,113.5
Indonesia,105.8
India,154.1
Ireland,101.8
"Iran, Islamic Rep.",247.6
Iraq,106.1
Iceland,115.2
Israel,101.3
Italy,102.8
Jordan,101.4
Japan,101.0
"Korea, Rep.",105.3
Kuwait,117.6
"Lao, PDR",108.7
Sri Lanka,109.9
Lithuania,116.2
Luxembourg,107.1
Latvia,110.6
Mexico,120.0
Montenegro,106.3
Nepal,137.7
"Moldova, Rep.",171.4
North Macedonia,108.3
Malta,107.6
Mauritius,108.5
Malaysia,119.0
Nigeria,299.1
Nicaragua,225.7
Netherlands,108.7
Norway,113.4
Peru,96.0
Philippines,107.2
Poland,108.4
Portugal,103.6
Paraguay,107.8
Qatar,97.6
Romania,111.2
Russian Federation,124.1
Singapore,99.9
El Salvador,106.4
Serbia,111.4
Slovakia,109.0
Slovenia,105.5
Sweden,106.8
Chad,103.8
Thailand,100.1
Trinidad and Tobago,107.1
Turkey,187.0
"Taiwan, China",99.1
"Tanzania, United Rep.",2.4
Uganda,112.4
Uganda,112.6
Ukraine,249.5
United States,111.2
Kosovo,106.6
South Africa,124.9
Albania,99.9
Austria,110.0
Belgium,108.5
Bulgaria,106.5
Belarus,500.3
Brazil,9638435.9
Canada,109.9
Switzerland,100.4
Chile,114.4
China,100.2
Colombia,122.0
Costa Rica,100.0
Cyprus,99.3
Czech Republic,113.8
Germany,105.6
Denmark,104.5
Dominican Republic,102.6
"Egypt, Arab Rep.",105.6
Spain,105.2
Estonia,108.7
Finland,104.1
France,103.8
United Kingdom,109.9
Greece,99.5
Guatemala,138.2
"Hong Kong SAR, China",100.4
Honduras,353.4
Croatia,105.5
Hungary,113.4
Indonesia,105.9
India,154.5
Ireland,102.1
"Iran, Islamic Rep.",252.9
Iraq,105.8
Iceland,115.4
Israel,101.2
Italy,102.6
Jordan,101.5
Japan,101.0
"Korea, Rep.",106.0
Kuwait,117.7
"Lao, PDR",108.9
Sri Lanka,110.5
Lithuania,115.9
Luxembourg,106.8
Latvia,110.0
Mexico,119.9
Montenegro,106.1
Nepal,138.5
"Moldova, Rep.",171.7
North Macedonia,109.3
Malta,103.5
Mauritius,108.4
Malaysia,119.0
Nigeria,301.2
Nicaragua,226.8
Netherlands,107.8
Norway,113.0
Peru,96.2
Philippines,107.2
Poland,108.6
Portugal,103.3
Paraguay,108.4
Qatar,97.1
Romania,111.3
Russian Federation,124.7
Singapore,100.0
El Salvador,106.6
Serbia,111.6
Slovakia,109.1
Slovenia,104.8
Sweden,106.8
Chad,103.8
Thailand,100.1
Trinidad and Tobago,107.1
Turkey,190.4
"Taiwan, China",99.3
"Tanzania, United Rep.",2.5
Uganda,112.5
Uganda,112.5
Ukraine,251.2
United States,111.2
Kosovo,106.5
South Africa,124.9
Albania,100.0
Austria,110.5
Belgium,108.7
Bulgaria,107.3
Belarus,506.2
Brazil,9734293.7
Canada,109.5
Switzerland,100.3
Chile,114.8
China,100.2
Colombia,122.3
Costa Rica,100.1
Cyprus,99.2
Czech Republic,113.9
Germany,105.7
Denmark,104.2
Dominican Republic,103.0
"Egypt, Arab Rep.",105.9
Spain,105.2
Estonia,108.7
Finland,104.2
France,104.0
United Kingdom,110.2
Greece,100.1
Guatemala,138.5
"Hong Kong SAR, China",100.4
Honduras,355.0
Croatia,104.7
Hungary,113.9
Indonesia,106.0
India,155.2
Ireland,102.7
"Iran, Islamic Rep.",257.3
Iraq,110.0
Iceland,115.7
Israel,101.1
Italy,102.8
Jordan,102.0
Japan,101.0
"Korea, Rep.",106.1
Kuwait,118.1
"Lao, PDR",109.3
Sri Lanka,111.1
Lithuania,115.6
Luxembourg,107.1
Latvia,109.5
Mexico,120.5
Montenegro,106.1
Nepal,136.4
"Moldova, Rep.",172.3
North Macedonia,109.9
Malta,103.3
Mauritius,108.7
Malaysia,118.9
Nigeria,304.9
Nicaragua,227.6
Netherlands,108.0
Norway,113.2
Peru,96.4
Philippines,108.1
Poland,108.6
Portugal,103.1
Paraguay,109.1
Qatar,96.4
Romania,111.8
Russian Federation,125.4
Singapore,99.9
El Salvador,106.8
Serbia,111.9
Slovakia,109.0
Slovenia,104.3
Sweden,107.4
Chad,102.7
Thailand,100.2
Trinidad and Tobago,107.3
Turkey,191.8
"Taiwan, China",99.2
"Tanzania, United Rep.",2.3
Uganda,112.8
Uganda,112.8
Ukraine,253.0
United States,111.1
Kosovo,107.3
South Africa,125.0
Albania,100.5
Austria,109.7
Belgium,108.9
Bulgaria,107.2
Belarus,509.9
Brazil,9732100.1
Canada,110.0
Switzerland,100.2
Chile,115.3
China,100.2
Colombia,122.5
Costa Rica,100.1
Cyprus,98.4
Czech Republic,115.2
Germany,106.3
Denmark,104.3
Dominican Republic,103.4
"Egypt, Arab Rep.",106.4
Spain,103.6
Estonia,108.5
Finland,104.2
France,104.0
United Kingdom,109.8
Greece,97.7
Guatemala,139.0
"Hong Kong SAR, China",100.6
Honduras,356.3
Croatia,104.5
Hungary,114.6
Indonesia,106.1
India,156.1
Ireland,102.7
"Iran, Islamic Rep.",262.5
Iraq,111.0
Iceland,115.2
Israel,101.1
Italy,103.2
Jordan,102.2
Japan,101.3
"Korea, Rep.",106.4
Kuwait,118.2
"Lao, PDR",109.5
Sri Lanka,111.5
Lithuania,115.4
Luxembourg,107.4
Latvia,109.5
Mexico,120.9
Montenegro,106.1
Nepal,139.0
"Moldova, Rep.",175.6
North Macedonia,109.8
Malta,101.8
Mauritius,109.1
Malaysia,119.0
Nigeria,309.1
Nicaragua,228.4
Netherlands,107.7
Norway,112.8
Peru,96.7
Philippines,108.4
Poland,108.9
Portugal,102.4
Paraguay,109.3
Qatar,98.9
Romania,112.2
Russian Federation,126.0
Singapore,100.1
El Salvador,106.8
Serbia,111.8
Slovakia,109.9
Slovenia,103.3
Sweden,106.4
Chad,102.7
Thailand,100.2
Trinidad and Tobago,107.6
Turkey,194.3
"Taiwan, China",99.5
"Tanzania, United Rep.",3.8
Uganda,113.0
Uganda,112.7
Ukraine,255.0
United States,111.4
Kosovo,107.6
South Africa,125.2
Albania,100.5
Austria,109.5
Belgium,109.1
Bulgaria,107.4
Belarus,514.3
Brazil,9762032.5
Canada,110.2
Switzerland,100.3
Chile,115.5
China,100.2
Colombia,123.4
Costa Rica,100.1
Cyprus,98.2
Czech Republic,115.4
Germany,106.8
Denmark,104.7
Dominican Republic,104.1
"Egypt, Arab Rep.",106.5
Spain,103.6
Estonia,109.0
Finland,104.4
France,103.8
United Kingdom,109.9
Greece,97.6
Guatemala,139.2
"Hong Kong SAR, China",100.2
Honduras,354.8
Croatia,104.5
Hungary,115.0
Indonesia,106.2
India,157.1
Ireland,103.0
"Iran, Islamic Rep.",268.2
Iraq,111.4
Iceland,116.1
Israel,101.3
Italy,103.3
Jordan,102.5
Japan,101.3
"Korea, Rep.",106.5
Kuwait,118.3
"Lao, PDR",109.6
Sri Lanka,112.0
Lithuania,115.3
Luxembourg,106.2
Latvia,109.4
Mexico,121.4
Montenegro,106.3
Nepal,139.6
"Moldova, Rep.",176.5
North Macedonia,109.8
Malta,102.5
Mauritius,109.9
Malaysia,119.0
Nigeria,313.0
Nicaragua,229.6
Netherlands,108.4
Norway,113.1
Peru,96.8
Philippines,108.7
Poland,109.4
Portugal,101.9
Paraguay,109.5
Qatar,99.1
Romania,112.4
Russian Federation,126.7
Singapore,100.1
El Salvador,107.0
Serbia,112.1
Slovakia,109.9
Slovenia,103.3
Sweden,106.7
Chad,101.1
Thailand,100.0
Trinidad and Tobago,107.7
Turkey,194.9
"Taiwan, China",99.4
"Tanzania, United Rep.",3.6
Uganda,113.3
Uganda,113.0
Ukraine,256.6
United States,111.7
Kosovo,108.0
South Africa,125.8
Albania,100.7
Austria,110.7
Belgium,109.0
Bulgaria,107.3
Belarus,516.7
Brazil,9794446.6
Canada,110.5
Switzerland,100.5
Chile,116.1
China,100.5
Colombia,123.7
Costa Rica,100.2
Cyprus,99.3
Czech Republic,115.4
Germany,107.2
Denmark,104.8
Dominican Republic,104.7
"Egypt, Arab Rep.",106.7
Spain,104.1
Estonia,108.9
Finland,104.5
France,104.3
United Kingdom,110.2
Greece,99.1
Guatemala,139.6
"Hong Kong SAR, China",100.3
Honduras,356.1
Croatia,105.3
Hungary,115.4
Indonesia,106.2
India,157.6
Ireland,103.6
"Iran, Islamic Rep.",275.6
Iraq,111.7
Iceland,116.7
Israel,101.8
Italy,103.5
Jordan,102.7
Japan,101.4
"Korea, Rep.",106.7
Kuwait,118.5
"Lao, PDR",110.1
Sri Lanka,112.3
Lithuania,116.1
Luxembourg,107.6
Latvia,110.5
Mexico,122.0
Montenegro,106.7
Nepal,139.7
"Moldova, Rep.",176.3
North Macedonia,110.1
Malta,103.5
Mauritius,110.0
Malaysia,119.0
Nigeria,316.7
Nicaragua,230.2
Netherlands,108.8
Norway,113.4
Peru,96.9
Philippines,109.1
Poland,110.2
Portugal,103.4
Paraguay,109.7
Qatar,99.7
Romania,112.7
Russian Federation,127.4
Singapore,100.3
El Salvador,107.3
Serbia,112.1
Slovakia,110.6
Slovenia,103.4
Sweden,106.9
Chad,100.7
Thailand,100.0
Trinidad and Tobago,107.9
Turkey,197.3
"Taiwan, China",99.5
"Tanzania, United Rep.",3.6
Uganda,113.6
Uganda,113.2
Ukraine,258.0
United States,112.2
Kosovo,108.2
South Africa,126.4
Albania,100.8
Austria,110.7
Belgium,109.2
Bulgaria,107.8
Belarus,519.0
Brazil,9840758.9
Canada,111.0
Switzerland,100.8
Chile,116.2
China,100.7
Colombia,124.0
Costa Rica,100.2
Cyprus,99.8
Czech Republic,115.9
Germany,107.4
Denmark,105.2
Dominican Republic,105.1
"Egypt, Arab Rep.",106.9
Spain,105.2
Estonia,108.9
Finland,105.0
France,104.4
United Kingdom,110.6
Greece,100.4
Guatemala,140.0
"Hong Kong SAR, China",100.7
Honduras,357.2
Croatia,105.9
Hungary,116.5
Indonesia,106.4
India,158.0
Ireland,104.2
"Iran, Islamic Rep.",284.1
Iraq,111.8
Iceland,117.5
Israel,102.0
Italy,103.6
Jordan,102.7
Japan,100.1
"Korea, Rep.",106.9
Kuwait,118.6
"Lao, PDR",110.5
Sri Lanka,112.3
Lithuania,117.5
Luxembourg,107.7
Latvia,111.4
Mexico,122.3
Montenegro,107.1
Nepal,139.9
"Moldova, Rep.",177.4
North Macedonia,110.5
Malta,106.7
Mauritius,110.3
Malaysia,119.2
Nigeria,320.2
Nicaragua,231.1
Netherlands,109.3
Norway,114.0
Peru,97.0
Philippines,109.3
Poland,110.7
Portugal,103.8
Paraguay,109.9
Qatar,100.3
Romania,113.1
Russian Federation,127.9
Singapore,100.4
El Salvador,107.6
Serbia,112.5
Slovakia,110.8
Slovenia,104.6
Sweden,107.3
Chad,100.4
Thailand,100.2
Trinidad and Tobago,108.3
Turkey,200.7
"Taiwan, China",99.7
"Tanzania, United Rep.",3.5
Uganda,113.6
Uganda,113.4
Ukraine,259.3
United States,113.1
Kosovo,108.4
South Africa,126.8
Albania,101.0
Austria,110.9
Belgium,109.4
Bulgaria,108.0
Belarus,522.5
Brazil,9913936.4
Canada,111.4
Switzerland,101.0
Chile,116.6
China,100.8
Colombia,124.1
Costa Rica,100.1
Cyprus,100.0
Czech Republic,116.4
Germany,107.7
Denmark,105.3
Dominican Republic,105.7
"Egypt, Arab Rep.",107.1
Spain,105.5
Estonia,110.3
Finland,105.2
France,104.6
United Kingdom,111.3
Greece,99.6
Guatemala,140.3
"Hong Kong SAR, China",100.7
Honduras,358.6
Croatia,105.9
Hungary,116.9
Indonesia,106.6
India,160.2
Ireland,104.2
"Iran, Islamic Rep.",288.5
Iraq,112.0
Iceland,118.2
Israel,102.4
Italy,103.4
Jordan,102.8
Japan,100.2
"Korea, Rep.",107.0
Kuwait,118.7
"Lao, PDR",110.6
Sri Lanka,111.9
Lithuania,118.4
Luxembourg,107.9
Latvia,111.6
Mexico,122.8
Montenegro,107.9
Nepal,140.1
"Moldova, Rep.",178.2
North Macedonia,110.8
Malta,108.3
Mauritius,110.6
Malaysia,119.3
Nigeria,323.8
Nicaragua,231.9
Netherlands,109.2
Norway,113.7
Peru,97.2
Philippines,109.6
Poland,111.0
Portugal,104.0
Paraguay,110.6
Qatar,101.1
Romania,113.4
Russian Federation,128.8
Singapore,100.6
El Salvador,107.8
Serbia,112.8
Slovakia,111.6
Slovenia,105.7
Sweden,107.4
Chad,103.2
Thailand,100.1
Trinidad and Tobago,108.4
Turkey,202.7
"Taiwan, China",99.9
"Tanzania, United Rep.",3.7
Uganda,113.9
Uganda,113.8
Ukraine,261.2
United States,113.9
Kosovo,108.5
South Africa,126.8
Albania,101.1
Austria,111.6
Belgium,109.6
Bulgaria,108.1
Belarus,526.1
Brazil,9971384.5
Canada,111.7
Switzerland,101.0
Chile,116.5
China,100.9
Colombia,124.3
Costa Rica,100.3
Cyprus,100.8
Czech Republic,117.2
Germany,108.0
Denmark,105.3
Dominican Republic,106.4
"Egypt, Arab Rep.",107.6
Spain,105.6
Estonia,111.0
Finland,105.2
France,104.8
United Kingdom,111.8
Greece,100.5
Guatemala,140.7
"Hong Kong SAR, China",100.9
Honduras,360.0
Croatia,106.2
Hungary,118.0
Indonesia,106.8
India,160.5
